Stars,Position,Name,Class,Ht,Wt,Previous School,New School
2.0,SG,Ogoro DanielDaniel Ogoro,RS SO,776-5,175,Youngstown State,St. Thomas University
2.0,C,Ohia Obioha VictorVictor Ohia Obioha,SR,816-9,220,Pepperdine,
3.0,C,Ojiako JohnJohn Ojiako,RS SO,826-10,245,Virginia Tech,George Mason
2.0,SF,Okafor GusGus Okafor,SR,786-6,236,Southeastern Louisiana,Wichita State
2.0,SG,Okani TobyToby Okani,SO,806-8,210,Duquesne,UIC
2.0,PF,Okanu Chinedu KingsleyChinedu Kingsley Okanu,SR,796-7,225,Northern Illinois,Grand Valley State
2.0,PF,Oke LaoluLaolu Oke,RS JR,806-8,215,Metro State,Montana
2.0,PF,Oladapo DanDan Oladapo,RS JR,796-7,220,Pittsburgh,North Carolina Central
2.0,PF,Oliveira GabeGabe Oliveira,RS JR,796-7,235,Pacific,Westminster
2.0,PG,Oliver ErikErik Oliver,RS SO,736-1,195,South Dakota,Tennessee Tech
2.0,SG,Oliver KiranKiran Oliver,RS FR,756-3,185,New Mexico State,Indian Hills Community College
4.0,SG,Oliver II A.J.A.J. Oliver II,RSSR,776-5,200,Old Dominion,
2.0,PF,Oliver-Hampton EdEd Oliver-Hampton,SR,806-8,195,Hampton,South Carolina State
2.0,PF,Omersa JarvisJarvis Omersa,SR,786-6,235,St. Thomas,
2.0,PF,Omier NorchadNorchad Omier,RS FR,796-7,232,Arkansas State,Miami
2.0,PF,Ondigo MalikMalik Ondigo,RSSR,826-10,220,Rice,Texas Tech
4.0,C,Onu SamSam Onu,RS FR,836-11,270,Memphis,Florida Gulf Coast
2.0,C,Oriahki ChandlerChandler Oriahki,RSSR,826-10,225,Prairie View A&M,Evangel University
2.0,PF,Ormiston ElijahElijah Ormiston,RS FR,806-8,220,Concordia St. Paul,South Alabama
2.0,PG,Oron TomerTomer Oron,RS FR,756-3,170,Holy Cross,
2.0,SF,Osawe KevinKevin Osawe,SR,796-7,210,Little Rock,NJIT
2.0,C,Osten ChrisChris Osten,RSSR,816-9,215,Northern Illinois,IUPUI
2.0,C,Osunniyi OsunOsun Osunniyi,SR,826-10,218,St. Bonaventure,Iowa State
2.0,PF,Ott FrazierFrazier Ott,SO,806-8,199,Lindenwood,Millikin University
2.0,PG,"Ottrix, Jr. BryonBryon Ottrix, Jr.",RS FR,726-0,160,Detroit Mercy,Slippery Rock
2.0,SG,Oweh IrekefeIrekefe Oweh,RS FR,746-2,188,Penn State,
2.0,SF,Owens ChazChaz Owens,SO,776-5,200,Syracuse,Ranger College
2.0,SF,Owens KyleKyle Owens,RS SO,806-8,205,Montana,UC Riverside
2.0,PF,Owens KylonKylon Owens,SO,816-9,235,Tarleton State,Angelo State
2.0,PG,Owens L.J.L.J. Owens,SR,756-3,165,UMBC,Delaware
2.0,PG,Owens-White DarianDarian Owens-White,RSSR,736-1,165,Wayne State (MI),Ball State
2.0,SG,O’Hearn DylanDylan O’Hearn,RS JR,766-4,195,NJIT,Jacksonville
4.0,PG,Pack NijelNijel Pack,RS FR,726-0,180,Kansas State,Miami
2.0,PG,Page EmmetteEmmette Page,SR,736-1,186,Evansville,Lincoln (MO)
2.0,SF,Pal JayJay Pal,RS SO,816-9,190,Jacksonville State,Campbell
2.0,SG,Pappas NickNick Pappas,RS FR,756-3,180,Milwaukee,
2.0,PG,Parham BubbaBubba Parham,RSSR,715-11,165,Georgia Tech,Samford
2.0,PG,Parker CameronCameron Parker,RS JR,746-2,170,Montana,Portland State
2.0,PF,Parker MikeMike Parker,RS JR,786-6,210,Butler,
3.0,C,Parks ArashmaArashma Parks,RS JR,816-9,235,Temple,Detroit Mercy
2.0,SG,Parquet ElijahElijah Parquet,SR,766-4,195,Colorado,UNLV
2.0,SG,Parrish DanielDaniel Parrish,RS JR,766-4,185,Florida International,USC Aiken
2.0,SF,Parrish MicahMicah Parrish,RS FR,786-6,200,Oakland,San Diego State
2.0,PG,Pascoe GarrettGarrett Pascoe,RS JR,756-3,195,Boston University,Cal State East Bay
2.0,SG,Patel SarjuSarju Patel,RSSR,756-3,173,Cornell,Albany
2.0,SG,Patterson AustinAustin Patterson,RS FR,756-3,185,Wofford,Sacramento State
2.0,PG,Patterson Lu'CyeLu'Cye Patterson,RS FR,746-2,210,Missouri State,Charlotte
2.0,PG,Paul Lance-AmirLance-Amir Paul,RS JR,726-0,185,Gannon,Nicholls
2.0,PF,Pavlidis PanayiotisPanayiotis Pavlidis,SR,806-8,190,Molloy,Hartford
4.0,PF,Payne OmarOmar Payne,RS SO,826-10,240,Illinois,Jacksonville
2.0,SG,Payne PaxtonPaxton Payne,RS FR,746-2,190,Kansas City,Cleveland State
2.0,SF,Payne ZanZan Payne,RS JR,776-5,230,Kentucky,Louisville
2.0,SF,Payton ChrisChris Payton,RS SO,796-7,215,Pittsburgh,
3.0,C,Pearson TamellTamell Pearson,SR,826-10,223,Western Illinois,Appalachian State
2.0,PG,Pease JackJack Pease,FR,715-11,165,Colorado,Colorado Christian
2.0,SF,Pelote BernardBernard Pelote,RS FR,806-8,205,Catawba,Western Carolina
2.0,SF,"Penha, Jr. C.J.C.J. Penha, Jr.",RS JR,796-7,220,Trevecca Nazarene,Boston College
3.0,PG,Penn DominiqDominiq Penn,RS FR,746-2,170,Washington,Seattle
2.0,PG,Penn DylanDylan Penn,SR,756-3,195,Bellarmine,Vermont
2.0,SF,Penn EralEral Penn,RSSR,796-7,185,LIU,DePaul
2.0,C,"Pepple, Jr. PhilipPhilip Pepple, Jr.",SR,826-10,230,Idaho,Clayton State
2.0,SG,Perez MarceloMarcelo Perez,SR,776-5,200,Barry,Southern Miss
2.0,SG,Perry RobRob Perry,RS SO,766-4,210,Stetson,Murray State
2.0,PG,Perry TyTy Perry,SR,746-2,175,Lafayette,Tennessee Tech
2.0,PG,Perry TyroneTyrone Perry,SR,756-3,210,Buffalo,New Haven
2.0,PG,Peterson QuimariQuimari Peterson,FR,736-1,175,Indiana State,John A. Logan College
2.0,PF,Petrakis JoeJoe Petrakis,RS JR,826-10,224,Western Carolina,Illinois State
2.0,PG,Peuser JustusJustus Peuser,FR,736-1,-,Kansas City,Cape Breton University
2.0,SG,Phillips NelsonNelson Phillips,RS JR,756-3,190,Georgia State,Troy
2.0,SF,Phillips RobbyRobby Phillips,RS FR,776-5,200,Fairleigh Dickinson,
3.3,PG,Phinisee RobRob Phinisee,SR,736-1,187,Indiana,Cincinnati
2.0,SG,Piatkowski JaceJace Piatkowski,RS SO,756-3,177,Nebraska,
3.3,SG,Pickett JavonJavon Pickett,RS JR,776-5,215,Missouri,Saint Louis
2.0,SG,"Pierre, Jr. JaronJaron Pierre, Jr.",RS FR,776-5,188,Southern Miss,Wichita State
3.0,PG,Pinson XavierXavier Pinson,RS JR,746-2,165,LSU,New Mexico State
2.0,PF,Pleasant JoeJoe Pleasant,RS JR,796-7,220,Wichita State,Abilene Christian
2.0,PF,Plet IsmaelIsmael Plet,RS FR,806-8,230,Oral Roberts,Arkansas–Pine Bluff
2.0,SF,Plummer CollinCollin Plummer,RS FR,776-5,175,Houston Christian,
4.0,SG,Podziemski BrandinBrandin Podziemski,RS FR,776-5,205,Illinois,Santa Clara
2.0,SG,Poindexter MalachiMalachi Poindexter,RS FR,746-2,190,Virginia,Illinois State
2.0,SG,Poindexter TylerTyler Poindexter,RS SO,776-5,205,Prairie View A&M,
2.0,C,Polatoglou StavrosStavros Polatoglou,SO,836-11,220,Northwestern State,Rochester University
2.0,PF,Polk AundreAundre Polk,SO,826-10,210,Central Michigan,Garden City Community College
2.0,PG,Polk MaxMax Polk,FR,746-2,175,Purdue Fort Wayne,Iowa Western Community College
2.0,SG,Polynice JordanJordan Polynice,RS JR,786-6,175,Chicago State,
3.0,C,Poor Bear Chandler IsaiahIsaiah Poor Bear Chandler,RS JR,816-9,240,Omaha,
2.0,SG,Pope JeremiahJeremiah Pope,RSSR,766-4,180,Rider,
2.0,SG,Porter KeishonKeishon Porter,RS FR,766-4,190,Radford,Cape Fear Community College
2.0,C,Poteat MylyjaelMylyjael Poteat,RS FR,816-9,265,Rice,Virginia Tech
2.0,PG,Poteat ShakurShakur Poteat,RS FR,736-1,175,Bethune–Cookman,
2.0,SG,Potter SkyelarSkyelar Potter,RS JR,756-3,198,Morehead State,Jacksonville State
2.0,SG,Potts JordanJordan Potts,SR,756-3,180,Northwestern State,
2.0,C,Poulina CalvinCalvin Poulina,RS JR,806-8,240,Bethune–Cookman,Pittsburg State
4.0,PG,Powell JustinJustin Powell,RS FR,786-6,197,Tennessee,Washington State
3.0,SF,Powell TylerTyler Powell,RS FR,776-5,220,Seton Hall,Nevada
2.0,SG,Pratt JustinJustin Pratt,RS JR,756-3,195,UC San Diego,
2.0,SG,Preaster JordanJordan Preaster,JR,786-6,200,North Florida,Limestone
2.0,SG,Price AsantiAsanti Price,RS SO,776-5,170,North Carolina Central,
3.0,SG,Price MarvinMarvin Price,RS SO,776-5,230,Western Carolina,West Alabama
2.0,SG,Price SeanSean Price,RSSR,766-4,210,Charleston Southern,
2.0,PG,Pridgett GeorgeGeorge Pridgett,FR,705-10,153,Jacksonville,Polk State College
2.0,PF,Primas QuayQuay Primas,FR,786-6,220,Mercer,Columbia State Community College
2.0,PG,Pruitt K.J.K.J. Pruitt,FR,766-4,203,IUPUI,Trinity Valley Community College
2.0,SG,Pryor KaseanKasean Pryor,SO,816-9,200,Boise State,Northwest Florida State College
2.0,PG,Pryor NateNate Pryor,RSSR,756-3,175,New Mexico State,Eastern Oregon University
2.0,PG,Pugh JaylonJaylon Pugh,SR,726-0,170,Furman,Lander
2.0,PG,Pullian KentrellKentrell Pullian,RS FR,726-0,190,Eastern New Mexico,Milwaukee
2.0,SG,Převodník JakaJaka Převodník,FR,776-5,205,Hawaii,South Dakota School of Mines
2.0,SF,Quartlebaum MaysonMayson Quartlebaum,SO,786-6,230,Kennesaw State,Missouri–St. Louis
2.0,SG,Quest DaneDane Quest,JR,786-6,190,Tennessee Tech,Western New Mexico
2.0,C,Quinn NealNeal Quinn,RS SO,847-0,250,Lafayette,Richmond
2.0,SG,Quinnett GabeGabe Quinnett,RS SO,766-4,200,Idaho,
2.0,SG,Quintana JoeJoe Quintana,RSSR,746-2,175,Loyola Marymount,California Baptist
2.0,PF,Radaker JacobJacob Radaker,RS FR,816-9,225,Chattanooga,Alabama–Huntsville
2.0,PF,Radocaj VictorVictor Radocaj,SO,816-9,220,Eastern Washington,Simon Fraser
2.0,SG,Rains KailenKailen Rains,SO,786-6,195,Cal State Northridge,College of the Sequoias
4.3,PG,Ramey CourtneyCourtney Ramey,RS JR,756-3,185,Texas,Arizona
2.0,PF,Rand AhmadAhmad Rand,RSSR,806-8,195,Oregon State,Milwaukee
2.0,SG,Rapp RyanRyan Rapp,JR,776-5,189,Washington State,Hawaii
2.0,PF,Rasas YahuzaYahuza Rasas,SR,796-7,200,Texas Southern,
2.0,PG,Rasheed KadenKaden Rasheed,SR,736-1,185,UC San Diego,Cal State Los Angeles
2.0,PG,Ratliffe JordanJordan Ratliffe,RSSR,705-10,189,UNC Pembroke,Milwaukee
2.0,SF,Rawls CalebCaleb Rawls,FR,796-7,195,McNeese,Pearl River Community College
4.0,PG,Rawls JordanJordan Rawls,RS SO,746-2,185,Georgia State,Western Kentucky
2.0,SG,Ray ChristianChristian Ray,RS SO,786-6,210,La Salle,Delaware
2.0,SG,Ray DonovanDonovan Ray,RS JR,766-4,175,Texas A&M–Corpus Christi,
2.0,SF,Raynor ReggieReggie Raynor,RS FR,786-6,197,UNCG,Brunswick Community College
2.0,SF,Reath MuonMuon Reath,RS FR,806-8,185,San Diego,South Plains College
2.0,SF,Reber DakotaDakota Reber,SO,786-6,185,Incarnate Word,Lower Columbia College
2.0,PF,Reece JoeJoe Reece,RS JR,806-8,200,Bowling Green,Duquesne
2.0,PG,"Reed, Jr. EricEric Reed, Jr.",SR,736-1,195,Southeast Missouri State,Mississippi State
3.0,SG,Reeves AntonioAntonio Reeves,RS SO,776-5,205,Illinois State,Kentucky
2.0,PG,Reeves WillWill Reeves,SO,756-3,195,Arizona,
2.0,SG,Reeves-Young JordanJordan Reeves-Young,RS SO,756-3,170,Eastern Kentucky,
2.0,PG,Reid RomarRomar Reid,JR,746-2,182,Manhattan,Saint Michael's
5.0,C,Reid III EftonEfton Reid III,RS FR,847-0,240,LSU,Gonzaga
2.0,C,Reinalda JasperJasper Reinalda,FR,877-3,285,Montana State,South Dakota School of Mines
3.0,SF,Reyes AlexisAlexis Reyes,RS FR,796-7,195,East Carolina,Quinnipiac
2.0,PG,Reyna JuanJuan Reyna,RS FR,756-3,185,Alabama State,Campbell
2.0,C,Reynolds JamilleJamille Reynolds,RS FR,836-11,280,UCF,Temple
2.0,SG,Rhoden R.J.R.J. Rhoden,RS SO,756-3,195,Long Beach State,
3.0,PF,Rhodes Ed'XaviorEd'Xavior Rhodes,RS FR,816-9,210,UCF,
2.0,PF,Rhodes MalachiMalachi Rhodes,RS SO,806-8,240,Bucknell,McNeese
2.0,PG,Rhodes XavierXavier Rhodes,SR,736-1,170,Florida Southern,Northern Kentucky
2.0,SG,Rice Sir'JabariSir'Jabari Rice,RSSR,766-4,180,New Mexico State,Texas
2.0,SG,Richard WillWill Richard,RS FR,766-4,206,Belmont,Florida
2.0,C,Richards MakaiMakai Richards,RS FR,826-10,225,Eastern Washington,Pacific
2.0,PG,Richardson AveryAvery Richardson,RS FR,695-9,160,Delaware State,
2.0,PF,Richardson JamesonJameson Richardson,RS FR,806-8,250,Abilene Christian,Southeastern Oklahoma State
2.0,SF,Ridgnal DalenDalen Ridgnal,RS SO,796-7,215,Georgia,Missouri State
2.0,SG,Riley LondonLondon Riley,SO,756-3,175,Alabama A&M,Georgia Highlands College
2.0,PF,Riley ShaunShaun Riley,FR,786-6,195,Northwestern State,Northeastern Junior College
2.0,SG,Rivera JinchoJincho Rivera,FR,776-5,195,Chicago State,College of the Sequoias
2.0,SF,Rives DemetriusDemetrius Rives,RS FR,766-4,202,Kennesaw State,Cowley College
2.0,SG,Roberts AnthonyAnthony Roberts,RS SO,766-4,210,St. Cloud State,Purdue Fort Wayne
3.7,PG,Roberts C.J.C.J. Roberts,RSSR,736-1,190,Lamar,Texas A&M–Commerce
2.0,PG,Roberts DemetreDemetre Roberts,SR,685-8,162,St. Thomas Aquinas,Fairleigh Dickinson
2.0,SF,Roberts D’RellD’Rell Roberts,RSSR,796-7,190,Prairie View A&M,Arkansas Tech
2.0,PF,Roberts SpencerSpencer Roberts,RS JR,816-9,245,Northern Arizona,University of Calgary
2.0,PG,Roberts TerryTerry Roberts,RS SO,756-3,180,Bradley,Georgia
2.0,PG,Roberts TyrellTyrell Roberts,RSSR,715-11,175,Washington State,San Francisco
2.0,SG,Robinson CalebCaleb Robinson,RS FR,776-5,200,Catawba,Gardner–Webb
2.0,PG,Robinson ChaseChase Robinson,RS SO,736-1,206,UIS,Cleveland State
2.0,PG,Robinson DavanteDavante Robinson,RS SO,726-0,190,Stetson,
4.0,SG,Robinson JaxsonJaxson Robinson,RS FR,796-7,193,Arkansas,Brigham Young
4.0,PG,Robinson KhalenKhalen Robinson,RS FR,726-0,180,Arkansas,Texas A&M
2.0,SG,Robinson NathanNathan Robinson,SR,766-4,185,Seattle,
3.0,PF,Robinson RobbyRobby Robinson,RSSR,806-8,240,New Orleans,Cal State San Bernardino
3.5,PF,Robinson ShonShon Robinson,RS SO,816-9,205,San José State,Austin Peay
2.0,SG,Robinson III PatPat Robinson III,SR,756-3,195,West Liberty,College of Charleston
2.0,PG,Robles II PhilPhil Robles II,RS FR,685-8,160,Purdue Fort Wayne,
2.0,SG,Roche JasonJason Roche,RS FR,776-5,180,The Citadel,Richmond
3.0,SG,Rochelin JustinJustin Rochelin,RS FR,776-5,190,Arizona State,Oregon State
2.0,SG,Rodriguez LuisLuis Rodriguez,RS JR,786-6,210,Ole Miss,UNLV
2.0,PG,Roe Sam’iSam’i Roe,SR,736-1,180,Omaha,
2.0,SG,Rogers ColbyColby Rogers,RS SO,766-4,188,Siena,Wichita State
2.0,PF,Rojas JamesJames Rojas,RSSR,786-6,223,Alabama,Wichita State
3.0,SG,Rosa VictorVictor Rosa,RS FR,776-5,188,Florida Gulf Coast,
2.0,PG,"Rose, Jr. YaakemaYaakema Rose, Jr.",RSSR,695-9,180,Missouri–St. Louis,Eastern Illinois
2.0,PF,Rosemond JalenJalen Rosemond,SR,806-8,210,St. John's,Molloy
2.0,PG,Rosner AlecAlec Rosner,SR,746-2,195,Winona State,Western Illinois
2.0,PG,Ross AmarAmar Ross,RSSR,675-7,150,USC,
2.0,SF,Ross KyleKyle Ross,FR,796-7,210,Milwaukee,Thomas More
2.0,PF,Rossi PedroPedro Rossi,FR,806-8,215,St. Bonaventure,Minnesota–Crookston
2.0,PG,Rouse CassonCasson Rouse,RS JR,746-2,180,Eastern Washington,Seattle Pacific
2.0,C,Rowe LewisLewis Rowe,SO,826-10,260,VMI,New Mexico Junior College
2.0,PF,Ročak NikoNiko Ročak,RS FR,816-9,220,UC Santa Barbara,UC Davis
2.0,PF,Ročak ToniToni Ročak,SR,816-9,220,UC San Diego,San Francisco
2.0,PF,Ruck HunterHunter Ruck,SO,816-9,235,UC Irvine,Biola
2.0,SG,Ruffin MarlonMarlon Ruffin,SR,776-5,195,Portland State,Cal Poly Humboldt
2.0,SG,Rumph JustinJustin Rumph,RSSR,776-5,215,Mississippi State,
2.0,PF,Rupert ClarenceClarence Rupert,RS FR,806-8,245,Saint Peter's,Southern Illinois
2.0,SG,Rush BrandonBrandon Rush,RS SO,756-3,175,Fairleigh Dickinson,Youngstown State
2.0,SF,Rushin CoreyounCoreyoun Rushin,SR,786-6,198,Chicago State,Tarleton State
2.0,SG,Russell NygalNygal Russell,SR,766-4,210,Southeast Missouri State,Towson
2.0,PF,Rutty NikkeiNikkei Rutty,SR,806-8,235,Monmouth,Prairie View A&M
2.0,PF,Ryuny DmitryDmitry Ryuny,SR,816-9,220,San Francisco,Oregon State
2.0,PG,Saddler JaydenJayden Saddler,RS JR,736-1,195,Southern,Saint Peter's
2.0,SG,Safford MorganMorgan Safford,RS SO,776-5,210,Wofford,Miami (OH)
2.0,PG,Saizonou JoryamJoryam Saizonou,RS FR,756-3,188,St. Bonaventure,UNCG
2.0,SF,Saleh LucasLucas Saleh,JR,796-7,210,Buffalo,Belmont Abbey
2.0,SF,Samb KhadimKhadim Samb,RS JR,796-7,200,UNCW,Fort Valley State
4.0,C,Samuel KevinKevin Samuel,RSSR,847-0,260,Florida Gulf Coast,South Alabama
2.0,PG,Samuels JulianJulian Samuels,RS FR,736-1,160,Illinois State,
2.5,PG,Samuels TaurusTaurus Samuels,SR,736-1,190,Dartmouth,Minnesota
2.0,PF,"Samuels, Jr. KurtKurt Samuels, Jr.",RS FR,776-5,230,William & Mary,
2.0,PG,Sanchez JeremyJeremy Sanchez,RS SO,726-0,180,Cleveland State,Saint Leo
2.0,SG,Sandage ColtonColton Sandage,RS JR,746-2,190,Western Illinois,Illinois State
2.0,PG,Sanders LamontLamont Sanders,RS JR,726-0,165,Maryland Eastern Shore,
2.0,SF,Santos PrestonPreston Santos,JR,796-7,190,Massachusetts,Southern New Hampshire
2.0,SG,Saterfield JorellJorell Saterfield,RS SO,766-4,190,UTEP,Portland State
2.0,SG,Saunders KeshaunKeshaun Saunders,RS JR,776-5,190,Toledo,Portland State
4.0,PG,"Saunders, Jr. MikeMike Saunders, Jr.",RS FR,726-0,184,Cincinnati,Utah
2.0,SG,Savage DevonDevon Savage,RS FR,766-4,190,James Madison,Merrimack
2.0,PG,Savarino MichaelMichael Savarino,RS SO,726-0,182,Duke,New York University
2.0,C,Sawyer Te'JonTe'Jon Sawyer,SO,806-8,255,California Baptist,Cal State San Bernardino
2.0,SG,Scheierman BaylorBaylor Scheierman,RS SO,796-7,201,South Dakota State,Creighton
2.0,PG,Schnyders MicahMicah Schnyders,RS FR,766-4,185,Eastern Illinois,Wheaton College
2.0,PG,Schumacher AlexAlex Schumacher,RS SO,756-3,185,Saint Martin's,Seattle
2.5,SG,Scott EddieEddie Scott,RSSR,786-6,210,Long Beach State,
2.0,PG,Scott JalenJalen Scott,RS FR,746-2,180,Colorado State,South Plains College
2.0,PF,Scott JevonnieJevonnie Scott,JR,796-7,252,Penn State,Brock University
2.0,SG,Scott NoelNoel Scott,SO,756-3,190,Austin Peay,East Los Angeles College
2.0,SG,Scott-Grayson TyreekTyreek Scott-Grayson,RSSR,776-5,175,Northeastern,Old Dominion
2.0,PG,Sears JordanJordan Sears,RS FR,715-11,175,Gardner–Webb,UT Martin
4.0,PG,Sears MarkMark Sears,RS FR,736-1,185,Ohio,Alabama
2.0,SG,Seay AzariahAzariah Seay,SR,766-4,195,IUPUI,Texas–Permian Basin
3.5,SF,Sebree JaylenJaylen Sebree,SR,796-7,200,Morehead State,Tennessee Tech
2.0,PF,Seng TheoTheo Seng,RS FR,816-9,205,Sacramento State,Eastern Arizona College
2.0,PG,Sessoms SamSam Sessoms,SR,726-0,189,Penn State,Coppin State
2.0,PF,Seymour SloanSloan Seymour,RS JR,816-9,225,New Hampshire,Saint Rose
3.0,PF,Shadd NigelNigel Shadd,RSSR,816-9,260,Pacific,Delaware
4.0,SG,"Shannon, Jr. TerrenceTerrence Shannon, Jr.",RS SO,786-6,215,Texas Tech,Illinois
2.0,SG,Sharp DemarcusDemarcus Sharp,RS JR,756-3,173,Missouri State,Northwestern State
2.0,SG,Shaw B.J.B.J. Shaw,RS JR,786-6,195,UC Davis,
2.0,SG,Shaw JeramyJeramy Shaw,JR,786-6,205,Detroit Mercy,
2.0,PG,Shelton SamSam Shelton,RS FR,736-1,160,George Mason,
4.0,PG,Sherfield GrantGrant Sherfield,RS SO,746-2,201,Nevada,Oklahoma
2.0,SG,Shockley-Okeke CameronCameron Shockley-Okeke,JR,786-6,197,Columbia,
2.0,SG,Shriver DavidDavid Shriver,RS JR,786-6,220,Hartford,VCU
2.0,SG,Shulman TannerTanner Shulman,RS SO,776-5,200,Lipscomb,Alabama–Huntsville
2.0,SF,Shumpert PaytonPayton Shumpert,FR,796-7,205,Stony Brook,Daemen
2.0,SG,Shumpert PrestonPreston Shumpert,FR,766-4,205,Stony Brook,Daemen
3.0,SG,Sills DesiDesi Sills,SR,746-2,200,Arkansas State,Kansas State
2.0,C,Silveira MatheusMatheus Silveira,RS JR,847-0,255,Portland,Rollins
2.0,PG,Silvera MartyMarty Silvera,SO,726-0,190,Saint Peter's,Southern Connecticut State
2.0,SG,Silverio OmarOmar Silverio,SR,756-3,200,Hofstra,Manhattan
2.0,PG,Simmons B.J.B.J. Simmons,RS JR,746-2,195,Texas–Rio Grande Valley,Wayland Baptist University
2.3,SG,Simmons CalebCaleb Simmons,RSSR,786-6,205,San José State,
3.0,SG,Simmons CaseyCasey Simmons,RS FR,796-7,170,Northwestern,
2.0,SF,Simms TafariTafari Simms,RS JR,786-6,212,Milwaukee,Western Michigan
2.0,SF,Sims SeybianSeybian Sims,SR,796-7,205,Northern Kentucky,Arkansas Tech
2.0,SG,Sinani JasinJasin Sinani,RS FR,756-3,195,Milwaukee,Campbell
2.0,PG,Singleton GrantGrant Singleton,SR,726-0,165,St. Thomas Aquinas,Fairleigh Dickinson
2.0,SG,Singleton SaquanSaquan Singleton,RSSR,786-6,190,New Mexico,George Mason
2.0,PF,Sisley BlakeBlake Sisley,RS FR,816-9,230,Evansville,Wright State
2.0,C,Sissoko CheicknaCheickna Sissoko,RS SO,816-9,230,Academy of Art,Gardner–Webb
3.0,C,Sissoko MoulayeMoulaye Sissoko,RS SO,816-9,240,Dayton,North Texas
2.0,SG,Sivills JacksonJackson Sivills,RS FR,786-6,207,Murray State,Wofford
3.0,C,Skogman DavidDavid Skogman,RS SO,826-10,228,Buffalo,Davidson
3.0,SG,Slajchert WesWes Slajchert,SR,766-4,190,Dartmouth,Point Loma Nazarene
3.0,SG,Slatten GrantGrant Slatten,RS FR,776-5,195,Ole Miss,Tennessee Tech
2.0,SG,Small TahjTahj Small,SR,776-5,195,Tarleton State,Utah Valley
2.0,SG,Smalls JordanJordan Smalls,RS FR,796-7,185,Rider,Polk State College
3.0,PG,Smart AquanAquan Smart,RS FR,756-3,175,Florida International,Southeast Missouri State
2.0,SG,Smith AngelAngel Smith,RS SO,776-5,195,Samford,
2.0,SG,Smith ChayceChayce Smith,SR,756-3,185,Pittsburgh,
2.0,PF,Smith ChristopherChristopher Smith,RS FR,806-8,230,Delaware State,
2.0,PG,Smith CooperCooper Smith,RS FR,746-2,-,Northwestern State,
2.0,SG,Smith DaQuanDaQuan Smith,RS JR,736-1,195,Murray State,Radford
2.0,SG,Smith JabiriJabiri Smith,RS FR,776-5,205,Alabama A&M,Wallace State Community College
2.0,SG,Smith JahvonJahvon Smith,RS FR,766-4,200,Florida A&M,
2.0,SF,Smith JamariJamari Smith,RS JR,806-8,225,Queens (NC),Murray State
2.0,PF,Smith JonniviusJonnivius Smith,RS FR,816-9,200,Seton Hall,Buffalo
2.0,SF,Smith JourdanJourdan Smith,RS SO,796-7,195,Coastal Carolina,Grambling State
2.0,SG,Smith JusticeJustice Smith,RS SO,786-6,205,Mansfield,ETSU
2.0,SF,Smith LincolnLincoln Smith,RS JR,776-5,198,Lamar,
2.0,SG,Smith MalachiMalachi Smith,RS JR,766-4,205,Chattanooga,Gonzaga
2.0,SF,Smith MattMatt Smith,RS SO,786-6,225,Murray State,Thomas More
2.0,SG,Smith StevieStevie Smith,JR,786-6,200,Abilene Christian,Newman
2.0,SG,Smith TKTK Smith,RSSR,776-5,185,Troy,
2.0,SG,Smith TreyTrey Smith,RS JR,756-3,195,San José State,Idaho
2.0,PG,Smoots Tre'ShonTre'Shon Smoots,RS JR,736-1,190,Northern Colorado,
4.0,C,Sodom ChrisChris Sodom,RSSR,877-3,230,Delaware State,
2.0,SF,Solomon CalvinCalvin Solomon,RS SO,796-7,194,Stephen F. Austin,UTEP
2.0,SG,Solomon RaheemRaheem Solomon,SR,756-3,185,Niagara,Sacred Heart
2.0,C,Somerville RaymondRaymond Somerville,RS SO,836-11,230,Cal State Bakersfield,Delaware State
2.0,C,Sow PierrePierre Sow,RSSR,847-0,215,Virginia State,Hartford
2.0,PG,Spears AmirAmir 'Primo' Spears,RS FR,756-3,185,Duquesne,Georgetown
2.0,PG,Spears IsaacIsaac Spears,RS FR,766-4,170,Montana State,Cal Poly
2.0,PG,Speer JalenJalen Speer,RS FR,736-1,172,Florida A&M,Santa Fe College
2.0,SG,Spencer CamCam Spencer,RS SO,766-4,207,Loyola (MD),Rutgers
2.0,C,Spencer OwenOwen Spencer,RS FR,816-9,215,The Citadel,Ohio State
2.0,SF,Spivey LandisLandis Spivey,SR,776-5,170,Cal State Fullerton,Central Washington
2.0,C,Springs NathanNathan Springs,RS JR,826-10,215,Kennesaw State,Winston-Salem State
2.0,PF,"Square, Jr. JohnJohn Square, Jr.",RS FR,786-6,195,Fairleigh Dickinson,Cal State Fullerton
2.5,C,St. Pierre JoeyJoey St. Pierre,RSSR,826-10,255,Milwaukee,Portland
2.0,SG,Stafford IsaiahIsaiah Stafford,FR,746-2,172,Southern Indiana,John A. Logan College
2.0,SF,Stanley BenBen Stanley,RSSR,786-6,235,Xavier,Old Dominion
2.0,SG,Stansbury JohnJohn Stansbury,RSSR,756-3,195,Delaware State,
2.0,PG,Stapleton ArteseArtese Stapleton,JR,746-2,170,Radford,Lincoln (MO)
2.0,C,Stephens JakeJake Stephens,SR,847-0,275,VMI,Chattanooga
2.0,PG,Sterling ChaunceyChauncey Sterling,RS SO,726-0,180,NJIT,
2.0,PG,Sternberg BenBen Sternberg,RSSR,726-0,165,Cleveland State,Missouri
