Stars,Position,Name,Class,Ht,Wt,Previous School,New School
2.0,SF,Osawe KevinKevin Osawe,SR,796-7,210,Western Kentucky,Little Rock
2.0,PF,Osifo OsayiOsayi Osifo,SR,806-8,230,Florida,Jacksonville
2.0,C,Osten ChrisChris Osten,RSSR,816-9,215,Arizona State,Northern Illinois
2.0,PF,Ouedraogo YvanYvan Ouedraogo,JR,816-9,255,Nebraska,GCU
2.0,SG,Outlaw GregGreg Outlaw,JR,766-4,175,Central Connecticut State,Pacific
2.0,SG,Overton JamisonJamison Overton,SR,786-6,190,Utah Valley,Weber State
2.0,SG,Oweh IrekefeIrekefe Oweh,RS FR,746-2,188,St. Thomas Aquinas,Penn State
2.0,PG,Owens JesseJesse Owens,RS SO,695-9,170,Montana State,Rocky Mountain College
2.0,PG,Ozuna-Harrison RicoRico Ozuna-Harrison,SR,715-11,175,Michigan,
2.0,C,Paar ChaseChase Paar,JR,826-10,260,George Washington,Towson
2.0,SF,Padgett LoganLogan Padgett,JR,786-6,210,New Mexico,Shelton State Community College
2.0,PG,"Padilla, Jr. EdgarEdgar Padilla, Jr.",SO,736-1,165,Illinois,
2.0,SG,Palmer DevenDeven Palmer,SR,766-4,185,North Carolina Central,
2.0,PG,Palmquist EvanEvan Palmquist,RS SO,766-4,185,McNeese,Lamar State College–Port Arthur
2.0,PF,Pantophlet RoryRory Pantophlet,SR,816-9,211,Troy,University of Science and Arts of Oklahoma
2.0,PG,Parham GregGreg Parham,SR,766-4,195,VMI,South Alabama
2.0,PG,Parker DeshonDeshon Parker,SR,766-4,195,Appalachian State,Cleveland State
3.7,SG,Parker KweKwe Parker,RS SR,746-2,180,North Carolina A&T,
2.0,PG,Parks PrestonPreston Parks,RS SR,736-1,175,Samford,USC Aiken
2.0,SF,Parrish EricEric Parrish,RSSR,786-6,195,UTSA,Grambling State
4.0,PG,Patterson AddisonAddison Patterson,JR,786-6,195,Nevada,Salt Lake Community College
4.0,PG,Patterson AddisonAddison Patterson,JR,786-6,195,Oregon,Nevada
2.0,PF,Paulicap PaulyPauly Paulicap,RS SR,806-8,235,DePaul,West Virginia
2.0,PF,Payne MeeknessMeekness Payne,SR,786-6,200,New Hampshire,Colorado State–Pueblo
4.0,PF,Payne OmarOmar Payne,RS SO,826-10,240,Florida,Illinois
2.0,C,Peake MikeMike Peake,JR,796-7,218,Austin Peay,New Mexico State
2.0,PF,Pearre JaredJared Pearre,RSSR,816-9,215,Seattle,Rogers State
2.0,PG,Pearson CameronCameron Pearson,JR,726-0,175,Brigham Young,
3.5,SF,"Pearson, Jr. MickeyMickey Pearson, Jr.",RS SO,796-7,210,TCU,Ball State
4.0,SG,Peavy MicahMicah Peavy,SO,796-7,215,Texas Tech,TCU
2.0,SF,Peek-Green OmariOmari Peek-Green,JR,786-6,210,Delaware State,Lawson State Community College
2.0,PF,Pember DrewDrew Pember,JR,826-10,212,Tennessee,UNC Asheville
3.0,PF,"Pena, Jr. MontrealMontreal Pena, Jr.",SO,826-10,190,Oklahoma State,South Plains College
4.0,C,Penn-Johnson BryanBryan Penn-Johnson,RS JR,857-1,235,LSU,East Los Angeles College
2.0,PG,Pennie KelynKelyn Pennie,SR,715-11,182,Queens (NC),Angelo State
2.0,PG,Pennington D'AnthonyD'Anthony Pennington,SO,746-2,-,Kansas City,Pensacola State College
2.0,C,"Pepple, Jr. PhilipPhilip Pepple, Jr.",SR,826-10,230,SIUE,Idaho
2.0,SG,Percy TavianTavian Percy,RS JR,776-5,200,Weber State,Lincoln Memorial
2.0,SF,Perez JoseJose Perez,RS JR,776-5,220,Marquette,Manhattan
2.0,PG,Perkins JordanJordan Perkins,SR,736-1,190,North Carolina Central,Longwood
2.0,SF,Perrot EverettEverett Perrot,RS JR,776-5,215,Pepperdine,Cal State Monterey Bay
2.0,SG,Perry AlexanderAlexander Perry,RS SR,786-6,195,Mississippi Valley State,
2.0,PG,Perry CzarCzar Perry,SR,746-2,190,Cal State Bakersfield,Arkansas Tech
3.0,SF,Perry De'VondreDe'Vondre Perry,SR,796-7,220,Temple,Albany
2.0,SG,Perry ElijahElijah Perry,SO,746-2,-,Rider,Adelphi
2.0,PG,Perry JackJack Perry,RSSR,756-3,190,Eastern Washington,Portland
2.0,PG,Perry TyroneTyrone Perry,SR,756-3,210,Fordham,Buffalo
2.0,SG,Peter TaelonTaelon Peter,SO,766-4,185,Tennessee Tech,Arkansas Tech
2.0,SG,Peterson MichaelMichael Peterson,RS SR,796-7,205,Ferris State,Michigan State
2.0,PF,Petrakis JoeJoe Petrakis,RS JR,826-10,224,Kansas State,Western Carolina
2.0,SG,Pettway JohnJohn Pettway,RS SR,756-3,190,South Alabama,Tennessee Tech
3.0,SF,Phillips JordanJordan Phillips,RS JR,796-7,215,UT Arlington,Detroit Mercy
2.0,PG,Phipps TreyTrey Phipps,SO,746-2,171,Oklahoma,Oral Roberts
3.0,SG,Pickett JalenJalen Pickett,SR,766-4,202,Siena,Penn State
2.0,SG,Pickron TyreeTyree Pickron,SR,756-3,180,Quinnipiac,LIU
2.0,SG,Pierce III DavidDavid Pierce III,SR,756-3,215,Alcorn State,Keiser University
2.0,SG,Pierre CarlCarl Pierre,SR,766-4,190,Massachusetts,Rice
2.0,SG,Pierre MylesMyles Pierre,RS SO,746-2,190,Houston Christian,Catawba
2.0,SG,Pierre-Phillipe TavinTavin Pierre-Phillipe,RS SO,756-3,183,Stony Brook,New Haven
3.0,C,Pinkney SethSeth Pinkney,JR,857-1,200,Quinnipiac,Florida International
3.0,PG,Pinson XavierXavier Pinson,RS JR,746-2,165,Missouri,LSU
2.0,PG,Pipes P.J.P.J. Pipes,SR,746-2,190,Green Bay,Santa Clara
2.0,SG,Pitts DemariusDemarius Pitts,RS JR,776-5,190,Kansas City,Virginia Union
2.0,SG,Pizano-McInnis JeffreyJeffrey Pizano-McInnis,JR,736-1,195,College of Charleston,
3.0,SG,Platek AndrewAndrew Platek,RSSR,766-4,215,North Carolina,Siena
2.0,PF,Pleasant JoeJoe Pleasant,RS JR,796-7,220,Abilene Christian,Wichita State
2.0,PG,Plummer AlfonsoAlfonso Plummer,SR,736-1,180,Utah,Illinois
2.0,PF,Pollard AnquaeviousAnquaevious Pollard,SR,806-8,210,Nicholls,Louisiana State University at Alexandria
3.0,C,Poor Bear Chandler IsaiahIsaiah Poor Bear Chandler,RS JR,816-9,240,Wichita State,Omaha
2.0,SF,Porter BretBret Porter,RS SO,786-6,215,Nebraska,Central Community College
2.0,PF,"Porter, Jr. TerenceTerence Porter, Jr.",RS SO,806-8,210,Charleston Southern,Georgia Highlands College
2.0,C,Post QuintenQuinten Post,JR,847-0,240,Mississippi State,Boston College
2.0,SG,Potter ChaseChase Potter,RS FR,786-6,185,Utah Valley,Snow College
2.0,PF,Potts JoeyJoey Potts,RSSR,826-10,200,Oregon State,Oregon Institute of Technology
2.0,SG,Powell BrandonBrandon Powell,SR,746-2,185,Fairleigh Dickinson,Pace
2.0,PG,Powell GyasiGyasi Powell,SO,756-3,190,Davis & Elkins,Jacksonville
4.0,PG,Powell JustinJustin Powell,RS FR,786-6,197,Auburn,Tennessee
2.0,SG,Preaster JordanJordan Preaster,JR,786-6,200,Bethune–Cookman,Polk State College
2.0,PG,Prendergast MitchMitch Prendergast,RSSR,736-1,185,Mercer,Case Western Reserve University
2.0,PG,Prentice JusticeJustice Prentice,SO,736-1,175,Purdue Fort Wayne,Western Texas College
2.0,PF,Prevost WalterWalter Prevost,RSSR,806-8,235,Maryland Eastern Shore,
2.0,PG,Price JoshJosh Price,RS JR,766-4,190,Liberty,Trevecca Nazarene
2.0,SF,Price-Noel JahbrilJahbril Price-Noel,SR,796-7,215,Pacific,Wagner
2.0,SG,Pridgen JoeJoe Pridgen,RS SO,776-5,223,UNCW,Northeastern
2.0,PF,Pringle NickNick Pringle,SO,816-9,220,Wofford,Dodge City Community College
2.0,PF,Prosper Olivier-MaxenceOlivier-Maxence Prosper,SO,806-8,230,Clemson,Marquette
2.0,PG,Pryor NateNate Pryor,RSSR,756-3,175,Washington,New Mexico State
2.0,PF,Pyle BenBen Pyle,SR,796-7,185,San Diego,McPherson College
2.0,SG,Quisenberry DariusDarius Quisenberry,SR,746-2,188,Youngstown State,Fordham
2.0,PF,Radaker JacobJacob Radaker,RS FR,816-9,225,Navy,Chattanooga
2.0,PF,Radaković VeljkoVeljko Radaković,JR,786-6,249,Maine,Mary
2.0,PG,Radford TyreceTyrece Radford,RS JR,746-2,195,Virginia Tech,Texas A&M
2.0,SG,Radz ZachZach Radz,RS SR,746-2,203,Sacred Heart,
2.0,SG,Raines ConnorConnor Raines,JR,776-5,190,Texas–Rio Grande Valley,Blinn College
2.0,PG,Rainey JaredJared Rainey,JR,746-2,160,St. Thomas,College of Saint Benedict and Saint John's University
2.0,PG,"Rainey, Jr. AnthonyAnthony 'A.J.' Rainey, Jr.",SR,715-11,155,Nicholls,Louisiana State University at Alexandria
2.0,C,Rainwater JustusJustus Rainwater,RS SR,806-8,230,Florida Gulf Coast,Northern Arizona
2.0,PF,Ramsey DanielDaniel Ramsey,JR,816-9,235,Xavier,Tennessee Tech
2.0,SF,Ramsey TraceTrace Ramsey,SR,796-7,200,UC San Diego,Mount Vernon Nazarene University
2.0,SG,"Ramsey, Jr. CarlosCarlos Ramsey, Jr.",RS SO,776-5,190,North Dakota,Highland Community College
2.0,PF,Rand AhmadAhmad Rand,RSSR,806-8,195,Memphis,Oregon State
2.0,SG,Range IsaiahIsaiah Range,JR,756-3,215,Tarleton State,Alabama State
2.0,SF,Ransom DanielDaniel Ransom,SO,776-5,214,Western Carolina,Cape Fear Community College
2.0,SF,Ratliff JimmyJimmy Ratliff,RSSR,806-8,186,Siena,
2.0,PF,Raut IvanIvan Raut,SR,806-8,230,Fordham,Palm Beach Atlantic
4.0,PG,Rawls JordanJordan Rawls,RS SO,746-2,185,Western Kentucky,Western Kentucky
2.5,PF,Ray EverettEverett Ray,RSSR,796-7,220,SMU,
2.0,C,Rebrača FilipFilip Rebrača,SR,816-9,230,North Dakota,Iowa
2.0,SG,Reddish IsaiahIsaiah Reddish,SR,776-5,195,Barton,Kennesaw State
2.0,PG,Redus Ja'MareJa'Mare Redus,JR,715-11,170,Texas Southern,Paul Quinn College
2.0,PG,Redus Ja'MereJa'Mere Redus,RS SO,715-11,170,Texas Southern,Paul Quinn College
2.0,PF,Reece CamCam Reece,SR,796-7,228,Akron,Talladega College
2.0,PF,Reece JoeJoe Reece,RS JR,806-8,200,Old Dominion,Bowling Green
2.0,SG,Reed JamirJamir Reed,JR,766-4,200,Central Connecticut State,
2.0,SG,Reese V JamesJames Reese V,SR,766-4,175,North Texas,South Carolina
2.0,PG,Rehnstrom LysanderLysander Rehnstrom,SO,766-4,185,George Mason,Navy
2.0,PG,Reilly JoeyJoey Reilly,JR,726-0,170,Holy Cross,Sacred Heart
2.0,PG,"Reynolds, Jr. ShavarShavar Reynolds, Jr.",RS SR,746-2,185,Seton Hall,Monmouth
2.0,PF,Rhea SeanSean Rhea,RSSR,806-8,230,Texas–Rio Grande Valley,Cal Poly
2.0,SG,Rice KaidenKaiden Rice,SR,796-7,215,The Citadel,Georgetown
2.0,C,Richards EzekielEzekiel Richards,RS JR,826-10,230,Santa Clara,Northern Arizona
2.0,PF,Richardson KerryKerry Richardson,RS JR,796-7,190,Texas A&M–Corpus Christi,Morehouse
2.0,C,Richardson LiwayneLiwayne Richardson,RS SO,826-10,250,Howard,University of the Virgin Islands
2.0,SG,Richardson ZionZion Richardson,JR,766-4,208,Wofford,South Plains College
2.0,SF,Richie AustinAustin Richie,SR,786-6,226,Tulsa,Florida Gulf Coast
4.0,SG,Richmond KadaryKadary Richmond,SO,786-6,210,Syracuse,Seton Hall
2.0,PG,"Rideau, Jr. FloydFloyd Rideau, Jr.",SO,776-5,170,South Carolina State,USC Upstate
2.0,SG,Rizzuto AntonioAntonio Rizzuto,SR,756-3,210,Albany,Towson
2.0,C,Robbins LiamLiam Robbins,SR,847-0,235,Minnesota,Vanderbilt
2.0,PG,Roberson JairusJairus Roberson,SR,756-3,180,Northwestern State,Texas A&M–Commerce
2.0,PG,Robert II RemyRemy Robert II,SR,756-3,195,Wichita State,McNeese
2.0,SG,Roberts AnthonyAnthony Roberts,SR,766-4,190,St. Bonaventure,Stony Brook
3.7,PG,Roberts C.J.C.J. Roberts,RSSR,736-1,190,New Mexico State,Lamar
3.0,PF,Roberts JoshJosh Roberts,SR,816-9,220,St. John's,Manhattan
2.0,PG,Roberts TyrellTyrell Roberts,RSSR,715-11,175,UC San Diego,Washington State
2.0,C,Robertson DylanDylan Robertson,SR,816-9,205,Sam Houston State,Bethune–Cookman
2.0,SF,Robertson TylerTyler Robertson,JR,786-6,225,Eastern Washington,Portland
3.5,PG,Robinson ChanseChanse Robinson,SO,736-1,180,Buffalo,Grambling State
2.0,SG,Robinson DeAndreDeAndre Robinson,SR,786-6,205,Idaho,Lander
2.0,PF,Robinson DemondDemond Robinson,JR,806-8,264,Murray State,Kennesaw State
4.0,SG,Robinson JaxsonJaxson Robinson,RS FR,796-7,193,Texas A&M,Arkansas
2.0,SF,Robinson MykellMykell Robinson,SO,796-7,205,North Texas,Dodge City Community College
2.7,SG,Robinson NicholasNicholas Robinson,RS SR,786-6,220,Valparaiso,Western Carolina
3.0,PF,Robinson RobbyRobby Robinson,RSSR,806-8,240,Nevada,New Orleans
3.5,PF,Robinson ShonShon Robinson,RS SO,816-9,205,Ole Miss,San José State
2.0,SF,Robinson II GlennGlenn Robinson II,RSSR,786-6,205,Kennesaw State,Clayton State
2.0,PG,Robinson III LarryLarry Robinson III,RS SR,715-11,175,New Orleans,
2.0,PG,Rodgers JayJay Rodgers,SO,756-3,185,New Orleans,Cochise College
2.0,PF,Rodriguez JaredJared Rodriguez,RSSR,806-8,215,San Diego,Idaho State
2.0,SG,Roesing JettJett Roesing,SO,766-4,180,Duquesne,Rider
2.0,SG,Rogers ColbyColby Rogers,RS SO,766-4,188,Cal Poly,Siena
2.0,PF,Rogers RaekwonRaekwon Rogers,SR,806-8,230,Henderson State,Wagner
2.0,SG,Romanov MaxMax Romanov,JR,806-8,205,Southeastern Louisiana,Rockhurst
2.0,SG,Romich CoreyCorey Romich,SR,766-4,205,Jacksonville,
2.0,PF,Rosario CarlosCarlos Rosario,SR,806-8,220,McNeese,Florida Gulf Coast
3.0,SG,"Rose, Jr. DwayneDwayne Rose, Jr.",SR,766-4,195,Detroit Mercy,
2.0,PG,Ross JacobyJacoby Ross,SR,705-10,175,Alcorn State,Lindenwood
2.0,SF,Rotegård TobiasTobias Rotegård,SO,796-7,200,UAB,Long Beach State
2.0,SG,Rowe OmarOmar Rowe,SO,786-6,185,Iona,Florida SouthWestern State College
2.0,SG,Roy AnthonyAnthony Roy,SO,776-5,175,San Francisco,College of Southern Idaho
2.0,PG,Rozenholtz NivNiv Rozenholtz,SO,746-2,185,Texas A&M–Commerce,Adelphi
2.0,PF,Rucker DajourDajour Rucker,RS SO,796-7,230,Marshall,Virginia State
2.0,SG,Ruffin MarlonMarlon Ruffin,SR,776-5,195,Omaha,Portland State
3.3,SG,Russell CedricCedric Russell,SR,746-2,190,Louisiana,Ohio State
3.0,PG,Russell FattsFatts Russell,SR,715-11,165,Rhode Island,Maryland
2.0,PG,Russell PhillipPhillip Russell,SO,705-10,165,Saint Louis,Southeast Missouri State
2.0,SF,"Russell, Jr. CharlieCharlie Russell, Jr.",JR,806-8,200,UMass Lowell,
2.0,C,Rustin EricEric Rustin,JR,857-1,185,UT Martin,Northeastern Oklahoma A&M College
2.0,PG,Sackey DanielDaniel Sackey,SR,695-9,175,Valparaiso,New Orleans
2.0,PF,Sacks AustinAustin Sacks,RS FR,796-7,200,Santa Clara,Baylor
2.0,PF,Salazar JonathanJonathan Salazar,RS SO,786-6,250,Pacific,New Mexico Military Institute
2.0,SG,Saliba B.J.B.J. Saliba,RS JR,766-4,205,Fairleigh Dickinson,Felician
2.3,SG,Salnave RayRay Salnave,RS SR,756-3,210,DePaul,UMBC
2.0,PF,Samaha GebrealGebreal Samaha,JR,806-8,230,Mississippi Valley State,
2.0,PF,Sampson TreyTrey Sampson,RS JR,796-7,205,Northeastern State,Arkansas–Pine Bluff
4.0,C,Samuel KevinKevin Samuel,RSSR,847-0,260,TCU,Florida Gulf Coast
2.0,SF,Samuels QwanziQwanzi Samuels,JR,816-9,205,Florida Gulf Coast,George Washington
2.0,SG,Sanni JajaJaja Sanni,SO,766-4,190,UTSA,Blinn College
2.0,PF,Sarvan KenanKenan Sarvan,RS SO,826-10,225,Coppin State,Mineral Area College
2.0,SG,Sawyer ZaakirZaakir Sawyer,SO,776-5,215,Louisiana–Monroe,Neosho County Community College
2.0,SF,Scales CameronCameron Scales,RS SR,766-4,190,Lindenwood,Maryville
2.0,PG,Schach ChristianChristian Schach,SR,756-3,195,North Florida,Young Harris
2.0,PG,Schaefer ColinColin Schaefer,SO,726-0,175,Green Bay,Navarro College
2.0,PG,Schmock TommyTommy Schmock,SR,715-11,180,Findlay,Ohio
2.0,SG,Schuster NateNate Schuster,SR,766-4,187,Iowa State,Wisconsin–Parkside
2.0,C,Schutte KevinKevin Schutte,RSSR,826-10,240,Hofstra,Incarnate Word
4.0,SG,Schwartz D'ShawnD'Shawn Schwartz,SR,796-7,232,Colorado,George Mason
2.0,SF,Schwieger RyanRyan Schwieger,SR,796-7,205,Princeton,Loyola Chicago
2.5,SG,Scott EddieEddie Scott,RSSR,786-6,210,Penn,Long Beach State
2.0,SG,Scott JaelJael Scott,SR,766-4,195,Alcorn State,
2.0,SG,Scott JamesJames Scott,RS SR,776-5,200,Portland State,Eastern Michigan
2.0,PF,Scott NateNate Scott,SR,806-8,210,Northern Illinois,Eastern Michigan
2.0,SF,Scott QuentinQuentin Scott,SR,796-7,215,Texas State,Tulane
2.0,SG,Scott-Grayson TyreekTyreek Scott-Grayson,RSSR,776-5,175,UAB,Northeastern
2.0,PF,Sears DamienDamien Sears,RS SR,796-7,230,Nicholls,Southern
2.0,PG,Sechan JordanJordan Sechan,SR,736-1,180,Bucknell,College of Charleston
2.0,PF,Seng TheoTheo Seng,RS FR,816-9,205,San Francisco State,Sacramento State
2.0,PF,Seymour HunterHunter Seymour,SR,806-8,220,Portland,Cal State Dominguez Hills
3.0,SF,Seymour JadenJaden Seymour,SO,806-8,191,Wichita State,ETSU
2.0,PF,Seymour SloanSloan Seymour,RS JR,816-9,225,George Washington,New Hampshire
2.0,PF,Shabazz BilalBilal Shabazz,SR,806-8,190,Montana State,Montana State Billings
2.0,C,Shanu II JohnJohn Shanu II,SO,836-11,255,Old Dominion,Jacksonville College
2.0,SG,Shaper JakeJake Shaper,SR,756-3,195,Brown,
2.0,C,Shaw JalenJalen Shaw,SR,826-10,240,St. Bonaventure,Clayton State
3.0,PG,Shelton CamCam Shelton,SR,746-2,185,Northern Arizona,Loyola Marymount
2.0,SG,Shelton ChrisChris Shelton,JR,766-4,210,Hampton,Youngstown State
2.0,PG,Shepherd JordanJordan Shepherd,RS SR,766-4,190,Charlotte,California
2.0,C,Shirley ActonActon Shirley,RSSR,847-0,260,IUPUI,San Diego Christian College
2.0,PG,Shockey NateNate Shockey,SO,756-3,195,North Dakota,Quincy
2.0,SG,Shriver DavidDavid Shriver,RS JR,786-6,220,Alderson Broaddus,Hartford
2.0,SF,Shumate ChristianChristian Shumate,SO,796-7,193,Tulsa,McNeese
4.0,SF,Sibley JamariJamari Sibley,SO,806-8,184,Georgetown,UTEP
2.0,PG,Sides TreyTrey Sides,JR,736-1,170,Jacksonville,Central Missouri
3.0,SG,Sills DesiDesi Sills,SR,746-2,200,Arkansas,Arkansas State
2.0,SG,Silver TariqTariq Silver,RSSR,776-5,200,Oregon State,Austin Peay
2.0,PG,Simmons DariusDarius Simmons,RS SR,715-11,180,Lenoir–Rhyne,UT Martin
3.0,PF,Simmons JarrodJarrod Simmons,SR,806-8,215,Penn,Hofstra
2.0,PG,Simmons KhalylKhalyl Simmons,SO,746-2,195,Bethune–Cookman,Albany Technical College
2.0,PG,Simmons ZionZion Simmons,JR,726-0,180,Louisiana–Monroe,Salt Lake Community College
2.0,PG,Simon K.J.K.J. Simon,SR,756-3,195,Bethune–Cookman,UT Martin
2.0,SG,Simpson L.L. Simpson,RS SO,746-2,188,Loyola Marymount,
2.0,SF,Sims SeybianSeybian Sims,SR,796-7,205,North Dakota,Northern Kentucky
2.0,PG,Sippial JoshuaJoshua Sippial,SR,746-2,180,UAB,
3.7,SF,Sjølund KristianKristian Sjølund,RS JR,806-8,210,UTEP,Portland
2.0,PF,Skipper-Brown JordanJordan Skipper-Brown,SR,786-6,230,Eastern Illinois,Murray State
2.0,PG,Slay II DenmarkDenmark Slay II,SR,715-11,190,High Point,Academy of Art
4.0,PF,Slazinski QuinnQuinn Slazinski,JR,816-9,215,Louisville,Iona
3.0,PG,Smart AquanAquan Smart,RS FR,756-3,175,Maryland,Florida International
2.0,SG,Smith AngelAngel Smith,RS SO,776-5,195,Southern Miss,Samford
2.0,PG,Smith ByronByron Smith,JR,736-1,170,Southeastern Louisiana,Tallahassee Community College
2.5,C,Smith CollinCollin Smith,RS SR,836-11,240,UCF,North Carolina A&T
4.0,PG,Smith DeivonDeivon Smith,SO,736-1,172,Mississippi State,Georgia Tech
3.0,SF,Smith DianteDiante Smith,JR,796-7,200,TCU,South Alabama
2.0,SG,Smith MackMack Smith,SR,746-2,210,Eastern Illinois,Western Michigan
4.0,PG,Smith MarkMark Smith,SR,766-4,225,Missouri,Kansas State
2.0,PF,Smith PaulPaul Smith,SO,806-8,-,ETSU,Pensacola State College
2.0,PG,Smith PeytonPeyton Smith,SR,746-2,195,Texas A&M–Corpus Christi,
2.0,PG,Smith RashadRashad Smith,SR,766-4,200,GCU,Idaho
2.0,PG,Smith StefStef Smith,SR,746-2,195,Vermont,St. John's
2.0,SG,Smith TKTK Smith,RSSR,776-5,185,Kent State,Troy
2.0,SG,Smith TreylanTreylan Smith,SO,766-4,195,Mississippi Valley State,Hinds Community College
4.0,PF,Smith TyreekTyreek Smith,RS SO,816-9,217,Texas Tech,Oklahoma State
4.0,SG,Smith IV CharlesCharles Smith IV,JR,776-5,200,SMU,Old Dominion
3.5,PG,"Smith, Jr. SerrelSerrel Smith, Jr.",SR,766-4,175,ETSU,South Florida
2.0,PF,Smječanin EdinEdin Smječanin,SO,806-8,220,South Dakota,Scottsdale Community College
2.0,C,Smoyer JosephJoseph Smoyer,RS SR,836-11,240,Columbia,Chaminade
2.0,PG,Solomon MattMatt Solomon,RS SO,756-3,190,Cal State Northridge,Allan Hancock College
2.0,PF,Solomon ToyazToyaz Solomon,SO,806-8,190,Maryland Eastern Shore,Caldwell Community College & Technical Institute
2.0,PF,Sorber PeterPeter Sorber,JR,816-9,260,Morgan State,Lincoln (PA)
2.0,C,Soriano JoelJoel Soriano,JR,836-11,260,Fordham,St. John's
2.0,PG,Sowers JacobJacob Sowers,SR,726-0,185,Georgia Southern,
2.0,C,Sowunmi SamuelSamuel Sowunmi,SR,826-10,254,Oakland,Elizabeth City State
2.0,PG,Sparks SamSam Sparks,RS SO,746-2,180,Tarleton State,Cal State Dominguez Hills
2.0,PG,Spence JakariJakari Spence,SO,746-2,165,Robert Morris,Monmouth
2.0,PF,Spencer AntonioAntonio Spencer,RSSR,816-9,233,Kennesaw State,Keiser University
3.0,SG,Spencer ScottScott Spencer,RS SR,786-6,210,La Salle,Tulane
2.0,SF,Spenkuch ChrisChris Spenkuch,JR,796-7,195,Louisiana,Cowley College
2.0,PG,Squire DamionDamion Squire,SR,726-0,180,UC Davis,Portland State
2.0,C,Stafl MiroslavMiroslav Stafl,JR,836-11,235,Hartford,Central Michigan
2.0,C,Stallings AceAce Stallings,SR,826-10,230,George Washington,
2.0,SF,Stanley-Williams JadenJaden Stanley-Williams,SR,796-7,215,Morehead State,Minnesota State—Moorhead
2.0,PG,Stapleton ArteseArtese Stapleton,JR,746-2,170,Lewis,Radford
2.0,PG,Stark MasonMason Stark,RSSR,746-2,170,Northern State,Northern Arizona
2.0,SG,Starks CalebCaleb Starks,RSSR,756-3,180,Tarleton State,Rogers State
2.0,PG,Starks MikalMikal Starks,SR,736-1,185,Georgia,Portland State
2.0,SG,Stastny KarsonKarson Stastny,SO,756-3,175,Utah State,Delta State
2.0,C,Steadman MichaelMichael Steadman,RS SR,826-10,231,Montana,Massachusetts
2.0,SG,Steelman DavisDavis Steelman,RS SR,756-3,185,UT Arlington,
2.0,PG,Stefanini GabeGabe Stefanini,RSSR,756-3,215,Columbia,San Francisco
2.0,PG,Steinman KaiKai Steinman,SO,746-2,185,Southern Miss,Purdue Northwest
2.0,SF,Stephens DaivonDaivon Stephens,SR,786-6,210,Coastal Carolina,Jacksonville
2.0,SG,Stephens EylijahEylijah 'E.J.' Stephens,SR,756-3,175,Lafayette,Minnesota
2.0,PG,Sterling ChaunceyChauncey Sterling,RS SO,726-0,180,Concordia (NY),NJIT
4.0,SG,Stevens DimingusDimingus Stevens,SO,776-5,180,Seton Hall,Florida A&M
2.0,SG,Stevens SheldonSheldon Stevens,SR,756-3,160,Oral Roberts,Emporia State
3.0,SG,Stevenson ErikErik Stevenson,SR,766-4,205,Washington,South Carolina
2.0,SG,Stevenson MalcolmMalcolm Stevenson,RSSR,766-4,185,Queens (NC),USC Aiken
3.5,PG,Stewart ParkerParker Stewart,RSSR,776-5,205,UT Martin,Indiana
2.0,PF,Stokes NathanielNathaniel Stokes,JR,806-8,210,Bryant,Coppin State
2.0,PF,Stoltz SawyerSawyer Stoltz,JR,816-9,200,IUPUI,
3.0,C,Stone BrandonBrandon Stone,RS SO,836-11,200,La Salle,Robert Morris
2.0,PF,Stone MikeMike Stone,RS SR,816-9,260,Alabama State,
2.0,SG,Stone-Carrawell CalebCaleb Stone-Carrawell,RS SO,796-7,215,Charlotte,Austin Peay
2.0,SG,Strambi ConnorConnor Strambi,JR,766-4,175,Santa Clara,Skyline College
2.0,SF,Strating AlexanderAlexander Strating,RS SR,796-7,228,Colorado,Missouri S&T
2.0,PG,Stricklen AxaviusAxavius 'Tada' Stricklen,RS JR,715-11,162,Morehead State,Chattanooga
2.0,PG,Strother DavidDavid Strother,RS SR,746-2,175,Old Dominion,USC Aiken
2.0,PG,Stuart AngeloAngelo Stuart,RS JR,736-1,175,Seattle,Hutchinson Community College
2.0,SG,Sturm TybennTybenn Sturm,RS SO,756-3,180,Marshall,Alaska
2.0,PF,Suemnick PatrickPatrick Suemnick,SO,806-8,230,Robert Morris,Triton College
2.0,PF,Sule AlonzoAlonzo Sule,RSSR,796-7,225,Texas State,James Madison
2.0,SG,Sullivan FinnFinn Sullivan,SR,766-4,195,San Diego,Vermont
2.0,PF,Sutherland LukeLuke Sutherland,JR,796-7,220,Bryant,Le Moyne
2.0,SG,Sutherlin SeanSean Sutherlin,SR,776-5,200,New Hampshire,Minnesota
4.0,SF,Swider ColeCole Swider,SR,816-9,219,Villanova,Syracuse
3.0,PF,Sy KhadimKhadim Sy,RS SR,826-10,240,Ole Miss,Wake Forest
2.0,PG,Syroka TreyTrey Syroka,RS SO,715-11,155,Niagara,St. Lawrence University
3.0,SG,Tabbs WynstonWynston Tabbs,RS JR,746-2,195,Boston College,East Carolina
2.0,SF,Taggart JermaineJermaine Taggart,SO,766-4,174,St. Bonaventure,Saint Rose
2.0,PG,Talton ErikErik Talton,RSSR,736-1,174,Western Illinois,York College
2.0,PG,Tankelewicz RyanRyan Tankelewicz,SR,715-11,190,UNCG,
2.0,PF,Tapé PatrickPatrick Tapé,RS SR,826-10,240,Duke,San Francisco
2.0,SG,Tate LaTrellLaTrell Tate,RS JR,726-0,165,Alabama State,West Florida
